id,classe,tweet
1057,yes,mas no sao paulo o apressado come C u
1058,yes,Anderson Zanin o famoso Corneca    CornoCareca
1059,no,Nao da nem pra comparar fato
1060,no,Verdade e triste mais e verdade 
1061,no,no fim tudo dara certo  Rumo a gloria
1062,yes,Entupiu de gols as redes do Cocoxa o mais rebaixado CoritiBIBAS CoritiBICHASCocouto   Porqueira
1063,no,JOGADOR DE TIME PEQUENO
1064,yes,Comedor de Trakinas
1065,yes,Walter devia lutar SUMO PODERIA SE DAR BEM
1066,yes,O gordao ainda fica rindo consegue nem ficar de pe
1067,yes,burro
1068,no,o dirigente falou alguma mentira
1069,yes,vadio esse walter
1070,no,Ja ta chato essa historia do Walter td ano e isso
1071,no,Nao importa sao os mesmos jogadores
1072,yes,Esse sorriso sonata nunca deve ter visto e nem jogado futebol Marcelo e Daniel Alves jogam a anos em times de ponta da europa ja ganharam ds os titulo ja estiveram varias vezes na selecao do mundo e vem esse bosta falar q eles sao ruins
1073,no,quem e o reserva desse capaz de vir o reserva
1074,no,onde tu viu isso
1075,no,se vier e um otimo reforco
1076,no,Se vier  sera  um bom reforco
1077,no,excelente jogador  sera titular ao lado do Jo
1078,no,seja bem vindo que faca um bom trabalho
1079,no,BOA GOSTEIKKKKKKKKKKKKKKKK
1080,yes,Karen vai lavar a louca q ta suja
1081,yes,nossa traz mais uma ai pra nos beber gostei da  do Parmerda neleskkkkkkkkk
1082,no,E  CHORO  CONTINUA SENDO LIVRE
1083,no,Bem vinda ao maior e melhor clube do planeta
1084,no,Intao se vc nao ganhar nd e pk e ruim msm
1085,yes,Ta com cara de quem peida na farofa kkkkkkk
1086,yes,DEVOLVE MEU NICK MARICA DESOCUPADO
1087,no,Esta enganado 
1088,no,voce esta desinformado
1089,no,Ele foi sincero Corram atras
1090,no,Falou o cara que nao sai da pagina verde
1091,no,o choro e livre
1092,yes,aprende a escrever cavalo 
1093,yes,vc e bi da b sem mundial tanbem kkk
1094,no,vc e chacota bi da b sem mundial kkk
1095,yes,mais um sem mundial bi da b lesma verde  kkkkk
1096,yes,Nossa Anselma bibona invejosa sem criatividade
1097,yes,Essa mina tem cara de cavalo 
1098,yes,Ricardo tem cara de cavalo mas e uma potranca
1099,no,O empresario desse rapaz e simplesmente magico
1100,no,Seja feliz
1101,no,Venda casada 
1102,no,Que otima noticia para a massa atleticana
1103,no,nem deveria ter contratado
1104,no,Esse tem um empresario bom
1105,no,Libera rapido antes que os turcos desistam
1106,no,Eis que a sorte bate a porta 
1107,no,Tem alguem disponivel pra levar no aeroporto
1108,yes,Jogando o milho e sentando no sabugo ne maria
1109,no,A quanto tempo voces nao disputa uma libertadores
1110,yes,Cheiro de coco aqui
1111,yes,seu nome ja disse tudo e um maria mesmo
1112,no,Pq eles precisam trabalhar 
1113,yes,GUILHERME SEU IDIOTA
1114,yes,Lurdinha burra
1115,no,quando foi isso
1116,yes,alo sua vai botar ovos suas fracast 
1117,yes,MIERDAS
1118,no,Alguem falou em helicoptero
1119,no,falou tudo
1120,yes,time bosta cai gigante nunca kkkk
1121,yes,bi sexual ne e o unico bi que vo tem mane
1122,yes,Com essas contratacoes as frangas vao tomar no oi
1123,no,Quem esse time
1124,yes,time de me r da
1125,yes,Vendido foi a sua mae aquela vaca
1126,yes,Vai chupar uma banana bixo histerico
1127,no,Pior cego e o burro
1128,yes,E muita idiotice pra um cara so kkkkkkkkkkkkkk
1129,yes,Adinaldo Bibinha
1130,yes,Ja nao basta um Senador cagar para uma decisao do STF agora um advogado batendo de frente com um Juiz kkkkk Brasil um pais de inversao de valores
1131,yes,JOao Ostral um idiota assumido Que beleza 
1132,yes,ahh  esqueci vagabundo nao trabalha
1133,no,Se o seu dinheiro for fruto de corrupcao vc devera ser preso sim 
1134,yes,SUA BATATA JA ESQUENTOU SEU BEBADO E LADRAO DO POVOCADEIA NELES DRSERGIO MORO 
1135,yes,DEFECA PELOS DEDOS
1136,yes,e com o a nus faz outra coisa
1137,yes,E os vermes do psdb Aaaa isso nao vem ao caso  
1138,yes,adoooooooooooro cala boca fela da p
1139,yes,ADVOGADO DE BANDIDO E BANDIDO IGUAL E TEM QUE SER EXTERMINADO
1140,yes,IDIOTA APARELHADO
1141,yes,ACHO QUE O AECIO NAO TELEFONOU PARA O JUIZECO HOJE TA DANDO PITI DE SAUDADES KKKKK
1142,yes,Idiota
1143,yes,IDIOTA APARELHADO
1144,yes,A mamis ja foi ne Mas eu chamo sua mulher  de mamis Sabe nada inocente
1145,yes,AdiANALdo  A prega no final continua firme e forte 
1146,yes,Igual a da sua mamis Uma prega indestrutivel  kkkkkkkkkkk
1147,yes,Ruy vc acreditava no Japa da Federal tb ne Jumento
1148,yes,Entrou no seu fedidinho Junior  Esse ui e proprio da sua gayzisse
1149,yes,Doeu o buraco do coxa
1150,yes,Doeu o buraco do peta
1151,yes,O dia do seu macho vai chegar Aguarde compre lenco pro choro Esterco humano
1152,yes,Alexandre esta maluco so pode comeu titica quando crianca
1153,yes,Olha se fosse assim ja tinham prendido e esquartejado o luladrao e kd 
1154,yes,E isso  ai Rafael aqui esta  cheio de analfabeto querendo dar pitaco
1155,yes,Junior no nome e marmota nas atitudes Ooooooo sujeitando tapado
1156,yes,vai se tratar doente
1157,yes,idiota
1158,yes,Eternos alienados e analfabetos PeTralhas
1159,yes,andre tu e uma besta  
1160,yes,Uma so e pouco Besta ao quadrado 
1161,no,Acordem Trouxinhas A casa esta caindo
1162,yes,E muito bom ver mortadelas desesperadasnervosas nos comentarios alheioskkkkkkk
1163,no,A bixaria coxa ta no desespero 
1164,no,a bixaria da mortadela ta no desespero
1165,yes,La vem mais um afeminado Peta invadir comentario alheio Uiiiiiiii nojentaaaa
1166,yes,quando sua me devolver o troco de R  pelo servico oral que ela me fez
1167,yes,Quando ele abusar sua mae  Retardado
1168,yes,Aluisio tu es um verdadeiro idiota
1169,yes,Adinaldo kkkkkkkkkkkk De novo defe cando mortadela
1170,yes,Nao Junior Soares Defequei uns juniorizinhos soares aqui
1171,yes,Paulo extirpado vai seu C U
1172,yes,Todos com o nordeste sempre os bandidos estao todos no sudeste
1173,yes,Nao joga nada  ainda esnoba o Brasil  Espanhol  de merd
1174,no,ceis tao tudo e dano buesta cai esse ano
1175,yes,Esse BOFE do Joao Paulo alem de ser LINDO deve ter um PAUlo MARAVILHOSO Noizinhas do MENGAO amamos SRNSomos Rabudas Negao  dcm DIAMETRO CRFCheirinho R Fedida
1176,yes,NOIZINHAS do MENGAO temos um URUBU que se chama NKU para os jogos neste ano contra os BOFES dos outros times devemos levar NKU ou deixar NKU Por favor o que devemos fazer SRNSomos Rabudas Negao  dcm DIAMETRO CRFCheirinho R Fedida
1177,yes,O Foguinho tem a Conmebosta kkkkk
1178,yes,CONCA TA BIXADO MANEKKKKKKKK
1179,no,Mais umo povinho idota
1180,yes,Menor fica minha piroka quanto mais da metade ja ta dentro docusso da sua mae
1181,yes,Enquanto issoO Palmerda bi rebaixado continua sem mundial Kkkkkkkkkkkkkkkkkkkkkkkkkkkkk
1182,no,Cabra frouxo
1183,no,Arregao
1184,yes,Chola mais florzinhas
1185,no,Faltou uma opcao Ele virou homem
1186,yes,Vai procurar uma pra mamar Freddie Mercury E o melhor que saber fazer rubroneca
1187,yes,Velho babao para de falar asneiras na nossa pagina
1188,yes,Sonha boneca
1189,yes,Aa que isso  as tricoletes estao descontroladas
1190,yes,ja temos umseu abestado
1191,yes,RUBRONECAS
1192,yes,Vai retocar a maquiagem tricolete O frufru nao come ninguem ele e comido 
1193,yes,teu c
1194,yes,IDOLO DO FUDINENSE E SERIE B TEVE QUE ENTRAR NA JUSTICAO PRA NAO CAIR
1195,yes,As rosquinhas das tricoletes estao ardendo por causa do Conca Pode   
1196,yes,Dorzinha de cotovelo e coisa de florzinha einMimimimi 
1197,yes,As Florzinhas ficaram chateadas KKKKKKKKKKKKKKKKKKKKKKKK
1198,yes,Mulambos subornadores paguem a Serie B
1199,yes,Mulambos  nao passam da primeira fase da liberta  Quem viver vera  Vao ficar so no cheirin De novo Frameigo o clube mais cheiroso do Brasil  Kkkkk
1200,yes,Meigos eles sao mas cheiroso nao Fedem a Urubu
1201,yes,Eu quero ver o Abel brucututreinando esse time de bonequinhasnao vai da certo 
1202,yes,so digo outra coisa  fdss
1203,yes,Seu idiota Flamengo nao vai pagar o salario do Conca integramente e ele  vai receber  so quando comecar a jogar fala besteiras nao
1204,yes,ELE VAI JOGAR DE GRACA KKKKK SEU RETARDADODAQUI A SEIS MESES ELE VAI FICAR MAIS RICOE VCS SEM TITULOS SEM VITORIA E O CHEIRINHO DE JOELHO PODRE AUMENTARA CUSTO BENEFICIO ZEROENTENDEU SID NOIAKKKKKKKKTA COM DIARREIA MENTALKKKKK
1205,no,Paulo cid mata baratas quando ele assinar o contrato depois de um mes ja recebe o salario integral ou vc acha que ele vem da china para o fra e vai ficar  meses sem receber Nao acredite em tudo que sua diretoria fala inocente
1206,no,minha diretoria e transparente e nao mente igual a  de voces nao tudo q o flamengo fala e concreto e fato tem credibilidade
1207,no,so queria dizer que   po de arroz e maquiagem    sem mais  ha e antes que eu me esqueca paguem as series b  
1208,no,Se a empresa concorrente da sua te oferecesse um super contrato de trabalho voce trocaria de empresa Quanta gente hipocrita nessa torcida do fluminense aff
1209,no,So ve um lado da historia voce Se eu to com a vida ganha ganhando quase  milhoes por mes durante  anos por culpa do Fluminense pq ele nao era nada antes disso Eu sinceramente jogava ate  de graca Essa era a obrigacao dele A melhor forma de retribui essa vida boa que ele ganhou gracas ao Fluminense O que e  mil perto de tudo que ja ganhou  Isso se chama ganancia mercenario nao e idolo
1210,yes,KKKKKKKK COM UNS CARAS DESSES QUEM QUER JOGAR NO FUDINENSE 
1211,yes,Fudinense e a melhor  kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
1212,no,Bbcas serie c vcs nao saben Separar quantos trocaram de lado epoca de doval dos trocas Fla x flu vasco x bota Jogadores marcaram epoca e historias Vcs sao eternos serie c 
1213,yes,A calcinha da tua mae ja tirei faz tempo e com facilidade pergunta pra ela
1214,yes,A progenitora dessa fezes esqueceu de dar descarga quando largou dentro do sanitario Obs ela nao usa calcinha
1215,yes,DE GRANDE FLAMENGAYSTA SO GOSTA MESMO E DA TORCIDA AS RUBRONECAS NEM SE IMPORTA SE E TORCIDA PARA A ESQUERDA OU PARA DIREITA MAS TEM QUE SER GRANDE
1216,no,desde que ele contribua e a gente levante a taca ta de boa o flamengo so vai pagar quando ele comecar a jogar mesmo
1217,no,Maycon ate admito que o negocio em si foi bom para o Fla mas atualmente nao acredito em nenhuma das duas coisas nem que ele va jogar bem e nem que o Fla levante alguma taca esse ano kkkkk
1218,no,Rafael dois finalistas da Libertadores do ano passado Um deles titular da selecao Equatoriana o outro futuro camisa  da selecao Ambos ja sondados por clubes da Europa Quem vai dar certo mesmo e o Conquinha com  anos e todo bichado kkkkkkkk
1219,yes,estao melando as calcinhas as tricoflorzinhas
1220,no,Comparacao sem nexo Tyson passou quanto tempo no auge pra chegar a fazer isso e tu sabes o motivo  Tyson e um mito que infelizmente se perdeu no fim de carreira
1221,no,Nao entendi essa comparacao o Tyson nunca foi um exemplo pra nada muito menos no ambito psicologico
1222,no,sempre disseram que a ronda nunca pegou uma adversaria de verdade qdo pegou alguem que bate forte mesmo afinou ela vivia correndo da ciborg pq sabia que ia perder as vezes nem e medo de apanhar e sim de parar de lucrar 
1223,no,Mas ela nao parou de lucrar perdendo inclusive nessa ultima do valor total  foi o valor pago so pra ela
1224,no,Imperador isso e balela Entao as outras nao sao adversarios de verdade E o mesmo que eu dissesse que Anderson Silva nunca pegou oponente de verdae quando pegou um bom wrestling perdeu duas 
1225,no,E so colocam ele pra pegar as novas safras ai e q a surra e pior ainda essa luta nao passa nem do o round podia colocar ele contra os semiaposentados pra ver se tinha alguma chance
1226,no,Na categoria so TJ tem chance consideravel Cruz tambem mas menos no entanto ainda apostaria em Cody Ja contra Aldo ele nao seria o favorito Aldo usaria  bem os jabs e os low kicks e faria uma luta estrategica
1227,no,A historia desse cara com o moleque que subiu no octagon pra receber o cinturao e muito louca O cara pode ate ser sangue no olho mas o que ele fez pra ajudar o moleque nao e qualquer um que faz
1228,no,Nao e afoito nao Contra o Cruz foi muito paciente atraindoo para trocacao franca So deu blitz contra os adversarios anteriores contra quem tinha grande confianca nao sem motivo de que botaria para dormir
1229,no,Vich todo evento ta caindo luta do card principal  Ta na hora do Dana comecar a ter substitutos pra esse tipo d situacao q faz tempo q ja deixou de ser inusitada  
1230,no,Cruz so tem agilidade mesmo poder de nocaute zero o Cody veio muito mais preparado por isso levou essa
1231,no,Meus caros amigos enigmaticosNao deveriam comparalo ao Tyson Tyson e um grande mito do boxe  mas que deixou a desejar no lado pessoal  Entao se nao e bom no lado pessoal ou no profissional o cara nao e completo Chequei nesse raciocinio assistindo o Faustao       
1232,yes,Em resumo deve ser um idiota
1233,yes,Viadage total isso ai
1234,yes,Torcendo pro Cruz subir e enfrentar o Aldo alguns low kicks do brazuca ja sao suficientes pra destruir os joelhos do Cruz e consequentemente acabar com a carreira daquela desgraca 
1235,yes,Ele chamava pra atras da escola e sentava nos garotos kkkk
1236,no,Jhalim Rabei ate fiquei assustado comecei a ler seu comentario pensei que ele Connorlevava os meninos para tras da escola e dava a bunda para eles KKKKKKK
1237,no,Irmao Honorato sempre falando verdades e agindo com a razao ao inves da emocao diferente dos tupims Te amo seu lindo
1238,yes,Viadage master essa de vcs kkkkkk
1239,yes,Ridicula vergonha para a familia e para o filho
1240,yes,Cola velcro perdeu o meu respeito
1241,yes,sapatao
1242,yes,canta com se tivesse engolindo  litro de porra
1243,yes,Vai roubar a neve tambem
1244,yes,estragando a paisagem
1245,yes,roubou ate a neve brancamacaca
1246,yes,LIXO DO CRL
1247,yes,ela esta fazendo isso para aparecer Nao e gay coisa nenhuma E uma vergonha isso sim
1248,yes,Volta pra jaula sua macaca vou pegar meu xicote sua preta fudida
1249,yes,Achei que a macaca vivia apenas na floresta ou no zologico
1250,yes,Espera essa neve derreter e usa ela pra lavar louca
